comment,language,platform,emotion,stance,label
তাইলে আওয়ামী লীগ যেটা বলেছিল নথি পূড়েছে সেটা মিথ্যা। ,Bangla,Facebook,Hope,Anti-Uprising,Positive
জনগণ বুঝে গেছে ডক্টর ইউনুস ও উপদেষ্টা জড়িত।,Bangla,Facebook,Anger,Anti-Uprising,Negative
ইউনুস গং এর মেটিকিউলাস ডিজাইনের অংশ সচিবালয়ের আগুন কান্ড এটা সুস্পষ্ট,Bangla,Facebook,Fear,Anti-Uprising,Negative
এই সকল সন্ত্রাসীদের আইনের আওতায় আনা হবে ইনশাআল্লা,Bangla,Facebook,Hope,Pro-Uprising,Positive
"স্বাধীনতা বিরোধী জঙ্গি রাষ্ট্র দেশদ্রোহী আন্তর্জাতিক ষড়যন্ত্রকারী জামাত শিবির মৌলবাদী, বাংলার শীর্ষ সন্ত্রাসীদের গডফাদার সমন্বয়কদের পরিকল্পনামতে সচিবালয় অগ্নিসংযোগ চালিয়েছে। এদের সকলের বিরুদ্ধে রাষ্ট্রীয় শৃংখলা বঙ্গ এবং সকল সহিংসতা ভাঙচুর অগ্নিসংযোগ লুটপাট গুম খুন দায়ে অতি অবিলম্বে এদেরকে গ্রেফতার করে কঠোর ব্যবস্থার দাবি জানাচ্ছি জয় বাংলা। ",Bangla,Facebook,Anger,Anti-Uprising,Negative
ইনুচের সরাসরি নির্দেশে সমন্বয়কদের দিয়ে সচিবালয়ে আগুন লাগানো হয়েছে।,Bangla,Facebook,Fear,Pro-Uprising,Negative
সব আওয়ামী লীগের নাটক,Bangla,Facebook,Hope,Anti-Uprising,Positive
আসলে আওয়ামী লীগের জন্মের ঠিক নাই,Bangla,Facebook,Hope,Anti-Uprising,Positive
এই সন্ত্রাসীদের উপযুক্ত শাস্তি পেতে হবে।,Bangla,Facebook,Anger,Pro-Uprising,Positive
ওরা দেশটাকে জ্বালিয়ে খার খার করে দিয়েছে।,Bangla,Facebook,Hope,Pro-Uprising,Positive
গরিব মানুষ বাজারে এখনো ঠিকমতো খাবার কিনে খেতে পারেনা? ওদের উপযুক্ত শাস্তি হোক,Bangla,Facebook,Anger,Pro-Uprising,Positive
"ওরে বাটপার তোরা করে এখন ইউনুস এর দোষ, তোরা যে বাংলাদেশের প্রথম শত্রু এটাই তার প্রমাণ। ",Bangla,Facebook,Hope,Pro-Uprising,Positive
"দেয়ালে দেয়ালে 'জয় বাংলা' লিখে যদি ক্ষমতার স্বপ্ন দেখা যায়, তাহলে এতদিনে 'কলিকাতা হারবাল' এ দেশ চলতো।",Bangla,Facebook,Hope,Anti-Uprising,Positive
আমি পাকুন্দিয়ার মানুষ অথচ কোথাও দেখলাম না পাকুন্দিয়াতে জয় বাংলা লেখা,Bangla,Facebook,Hope,Anti-Uprising,Positive
আওয়ামী লীগ সরকার বার বার দরকার এখন জনগণ বুঝে গেছে জয় বাংলা,Bangla,Facebook,Anger,Anti-Uprising,Negative
বাংলাদেশ ছাত্রলীগের ৭৭ তম প্রতিষ্ঠাবার্ষিকী উপলক্ষে বরিশাল মহানগর ছাত্রলীগের আনন্দ মিছিল।,Bangla,Facebook,Anger,Anti-Uprising,Negative
আজ ৪ঠা জানুয়ারী গৌরব ঐতিহ্য সংগ্রাম ও সাফল্যের ৭৭ বছর প্রিয় সংগঠন বাংলাদেশ ছাত্রলীগ।,Bangla,Facebook,Anger,Anti-Uprising,Negative
আমার প্রাণের সংগঠন বাংলাদেশ ছাত্রলীগ।,Bangla,Facebook,Anger,Anti-Uprising,Negative
গৌরবের এই ছাত্রলীগ ঐতিহাসিক সেই প্রাণের সংগঠন শুভ জন্মদিন জয় বাংলা জয় বঙ্গবন্ধু,Bangla,Facebook,Anger,Anti-Uprising,Negative
"সারা বাংলায় ছড়িয়ে পরুক, এই স্লোগান জয় বাংলা জয় বঙ্গবন্ধু। ",Bangla,Facebook,Anger,Anti-Uprising,Negative
আওয়ামী ধর্ম আর মুসলিম ধর্ম আলাদা!,Bangla,Facebook,Hope,Pro-Uprising,Positive
আওয়ামী লীগের ধর্ম মুজিদবাদী,Bangla,Facebook,Hope,Anti-Uprising,Positive
"আওয়ামী লীগের কালেমা জয় বাংলা, জয় বঙ্গবন্ধু।",Bangla,Facebook,Hope,Anti-Uprising,Positive
"ছাত্রলীগকে কেউ সাহস দেয় না,",Bangla,Facebook,Anger,Anti-Uprising,Negative
যারা সাহস নিয়ে জন্মায় তারাই ছাত্রলীগ করে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
রক্ত দিয়ে ইতিহাস লেখা একটি সাহসী সংগঠনের নাম বাংলাদেশ ছাত্রলীগ,Bangla,Facebook,Hope,Anti-Uprising,Negative
"বিদ্যার সঙ্গে বিনয়, শিক্ষার সঙ্গে দীক্ষা, কর্মের সঙ্গে নিষ্ঠা, জীবনের সঙ্গে দেশপ্রেম এবং মানবীয় গুণাবলির সংমিশ্রণ ঘটিয়ে বাংলাদেশ ছাত্রলীগ অতিক্রম করেছে পথচলার ৭৭ বছর।",Bangla,Facebook,Anger,Anti-Uprising,Negative
উত্তাল রাজপথ থেকে লাল সবুজের পতাকায় বাংলাদেশ ছাত্রলীগের জন্ম,Bangla,Facebook,Anger,Anti-Uprising,Negative
"গৌরব, ঐতিহ্য, লড়াই ও সংগ্রামের প্রতিষ্ঠান বাংলাদেশ ছাত্রলীগ। দেশ ও জাতির কঠিন সময়ে যে সংগঠন বাংলাদেশের সকল গণতান্ত্রিক আন্দোলনের নেতৃত্ব দিয়েছে। ",Bangla,Facebook,Anger,Anti-Uprising,Negative
"আলোর পথে,আমরা দিশারী,হাতে হাত ধরে দেব পথ পাড়ি,গৌরব ঐতিহ্য,সংগ্রাম ও সাফল্যের ৭৭ বছর।",Bangla,Facebook,Anger,Pro-Uprising,Negative
শুভ জন্মদিন বঙ্গবন্ধুর হাতে গড়া সংগঠন বাংলাদেশ ছাত্রলীগ।,Bangla,Facebook,Anger,Anti-Uprising,Negative
শুভ জন্মদিন প্রানের সংগঠন বাংলাদেশ ছাত্রলীগ  ,Bangla,Facebook,Anger,Anti-Uprising,Negative
সকলকে জানাই মুজিবীয় শুভেচ্ছা ও অভিনন্দন।,Bangla,Facebook,Hope,Anti-Uprising,Negative
"আজন্ম লালিত স্বপ্ন, যৌবনের প্রথম প্রেম, প্রানের সংগঠন বাংলাদেশ ছাত্রলীগ।",Bangla,Facebook,Anger,Anti-Uprising,Negative
প্রানের সংগঠন বাংলাদেশ ছাত্রলীগ.  ,Bangla,Facebook,Anger,Anti-Uprising,Negative
ভাল থাকুক আবেগ ভালোবাসার প্রিয় সংগঠন।,Bangla,Facebook,Hope,Pro-Uprising,Negative
"শিক্ষা শান্তি প্রগতির পতাকাবাহী দক্ষিণ এশিয়ার সর্ববৃহৎ ছাত্র সংগঠন, আমার প্রিয় সংগঠন, আমার আবেগ অনুভূতি জাগানো সংগঠন ""বাংলাদেশ ছাত্রলীগ""।",Bangla,Facebook,Anger,Anti-Uprising,Negative
রাষ্ট্র ভাষা বাংলা চাই দাবি করা সংগঠন এর নাম বাংলাদেশ ছাত্রলীগ ,Bangla,Facebook,Anger,Anti-Uprising,Negative
যতদিন এ দেহে আছে প্রাণ! ততদিন গেয়ে যাবো জয় বাংলার গান!,Bangla,Facebook,Anger,Anti-Uprising,Negative
আপনি সুশীল আমি ছাত্রলীগ।,Bangla,Facebook,Anger,Anti-Uprising,Negative
আমার অনেক দোষ আপনি নিস্পাপ। শুভ জন্মদিন বাংলাদেশ ছাত্রলীগ।,Bangla,Facebook,Anger,Anti-Uprising,Negative
